Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1688910651884,-88,4147
1688910651891,-88,4147
1688910651897,-88,4147
1688910651903,-88,4147
1688910651910,-88,4147
1688910651917,-88,4147
1688910651924,-88,4147
1688910651933,-88,4147
1688910651940,-88,4147
1688910651947,-88,4147
1688910651954,-88,4147
1688910651960,-88,4147
1688910651968,-88,4147
1688910651975,-88,4147
1688910651981,-88,4147
1688910651988,-88,4147
1688910651995,-88,4147
1688910652001,-88,4147
1688910652008,-88,4147
1688910652015,-88,4147
1688910652022,-88,4147
1688910652029,-88,4147
1688910652036,-88,4147
1688910652043,-88,4147
1688910652049,-88,4147
1688910652056,-88,4147
1688910652063,-88,4147
1688910652069,-88,4147
1688910652074,-88,4147
1688910652078,-88,4147
1688910652083,-88,4147
1688910652087,-88,4147
1688910652092,-88,4147
1688910652096,-88,4147
1688910652101,-88,4147
1688910652106,-88,4147
1688910652110,-88,4147
1688910652116,-88,4147
1688910652122,-88,4147
1688910652129,-88,4147
1688910652136,-88,4147
1688910652143,-88,4147
1688910652151,-88,4147
1688910652156,-88,4147
1688910652161,-88,4147
1688910652167,-88,4147
1688910652173,-88,4147
1688910652179,-88,4147
1688910652186,-88,4147
1688910652192,-88,4147
1688910652198,-88,4147
1688910652205,-88,4147
1688910652211,-88,4147
1688910652218,-88,4147
1688910652225,-88,4147
1688910652232,-88,4147
1688910652238,-88,4147
1688910652245,-88,4147
1688910652252,-88,4147
1688910652258,-88,4147
1688910652265,-88,4147
1688910652272,-88,4147
1688910652280,-88,4147
1688910652287,-88,4147
1688910652293,-88,4147
1688910652300,-88,4147
1688910652307,-88,4147
1688910652313,-88,4147
1688910652320,-88,4147
1688910652327,-88,4147
1688910652336,-88,4147
1688910652343,-88,4147
1688910652348,-88,4147
1688910652353,-88,4147
1688910652358,-88,4147
1688910652363,-88,4147
1688910652368,-88,4147
1688910652373,-88,4147
1688910652378,-88,4147
1688910652383,-88,4147
1688910652388,-88,4147
1688910652393,-88,4147
1688910652398,-88,4147
1688910652403,-88,4147
1688910652408,-88,4147
1688910652413,-88,4147
1688910652419,-88,4147
1688910652424,-88,4147
1688910652431,-88,4147
1688910652438,-88,4147
1688910652444,-88,4147
1688910652451,-88,4147
1688910652456,-88,4147
1688910652461,-88,4147
1688910652466,-88,4147
1688910652471,-88,4147
1688910652476,-88,4147
1688910652481,-88,4147
1688910652486,-88,4147
1688910652491,-88,4147
1688910652496,-88,4147
1688910652501,-88,4147
1688910652506,-88,4147
1688910652511,-88,4147
1688910652516,-88,4147
1688910652522,-88,4147
1688910652526,-88,4147
1688910652531,-88,4147
1688910652536,-88,4147
1688910652541,-88,4147
1688910652546,-88,4147
1688910652551,-88,4147
1688910652556,-88,4147
1688910652561,-88,4147
1688910652567,-88,4147
1688910652573,-88,4147
1688910652579,-88,4147
1688910652585,-88,4147
1688910652591,-88,4147
1688910652597,-88,4147
1688910652603,-88,4147
1688910652609,-88,4147
1688910652623,-88,4147
1688910652630,-88,4147
1688910652636,-88,4147
1688910652643,-88,4147
1688910652648,-88,4147
1688910652653,-88,4147
1688910652657,-88,4147
1688910652662,-88,4147
1688910652667,-88,4147
1688910652672,-88,4147
1688910652677,-88,4147
1688910652682,-88,4147
1688910652687,-88,4147
1688910652692,-88,4147
1688910652696,-88,4147
1688910652701,-88,4147
1688910652706,-88,4147
1688910652711,-88,4147
1688910652716,-88,4147
1688910652721,-88,4147
1688910652726,-88,4147
1688910652730,-88,4147
1688910652735,-88,4147
1688910652740,-88,4147
1688910652745,-88,4147
1688910652750,-88,4147
1688910652756,-88,4147
1688910652762,-88,4147
1688910652768,-88,4147
1688910652774,-88,4147
1688910652779,-88,4147
1688910652785,-88,4147
1688910652791,-88,4147
1688910652797,-88,4147
1688910652802,-88,4147
1688910652808,-88,4147
1688910652814,-88,4147
1688910652820,-88,4147
1688910652825,-88,4147
1688910652831,-88,4147
1688910652837,-88,4147
1688910652843,-88,4147
1688910652849,-88,4147
1688910652855,-88,4147
1688910652860,-88,4147
1688910652866,-88,4147
1688910652872,-88,4147
1688910652878,-88,4147
1688910652883,-88,4147
1688910652889,-88,4147
1688910652895,-88,4147
1688910652901,-88,4147
1688910652907,-88,4147
1688910652913,-88,4147
1688910652918,-88,4147
1688910652924,-88,4147
1688910652930,-88,4147
1688910652936,-88,4147
1688910652942,-88,4147
1688910652948,-88,4147
1688910652954,-88,4147
1688910652960,-88,4147
1688910652966,-88,4147
1688910652972,-88,4147
1688910652978,-88,4147
1688910652984,-88,4147
1688910652990,-88,4147
1688910652996,-88,4147
1688910653002,-88,4147
1688910653008,-88,4147
1688910653013,-88,4147
1688910653019,-88,4147
1688910653026,-88,4147
1688910653034,-88,4147
1688910653043,-88,4147
1688910653049,-88,4147
1688910653055,-88,4147
1688910653061,-88,4147
1688910653067,-88,4147
1688910653073,-88,4147
1688910653079,-88,4147
1688910653086,-88,4147
1688910653092,-88,4147
1688910653098,-88,4147
1688910653104,-88,4147
1688910653110,-88,4147
1688910653118,-88,4147
1688910653125,-88,4147
1688910653134,-88,4147
1688910653143,-88,4147
1688910653151,-88,4147
1688910653160,-88,4147
1688910653169,-88,4147
1688910653178,-88,4147
1688910653184,-88,4147
1688910653191,-88,4147
1688910653198,-88,4147
1688910653205,-88,4147
1688910653211,-88,4147
1688910653218,-88,4147
1688910653225,-88,4147
1688910653231,-88,4147
1688910653238,-88,4147
1688910653245,-88,4147
1688910653251,-88,4147
1688910653258,-88,4147
1688910653264,-88,4147
1688910653270,-88,4147
1688910653277,-88,4147
1688910653283,-88,4147
1688910653290,-88,4147
1688910653296,-88,4147
