Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1688651284907,-149,4082
1688651284917,-149,4082
1688651284925,-149,4082
1688651284933,-149,4082
1688651284942,-149,4082
1688651284949,-149,4082
1688651284955,-149,4082
1688651284962,-149,4082
1688651284969,-149,4082
1688651284976,-149,4082
1688651284983,-149,4082
1688651284989,-149,4082
1688651284995,-149,4082
1688651284999,-149,4082
1688651285004,-149,4082
1688651285010,-149,4082
1688651285017,-149,4082
1688651285025,-149,4082
1688651285034,-149,4082
1688651285043,-149,4082
1688651285051,-149,4082
1688651285060,-149,4082
1688651285069,-149,4082
1688651285079,-149,4082
1688651285088,-149,4082
1688651285097,-149,4082
1688651285106,-149,4082
1688651285115,-149,4082
1688651285125,-149,4082
1688651285134,-149,4082
1688651285144,-149,4082
1688651285154,-149,4082
1688651285160,-149,4082
1688651285167,-149,4082
1688651285174,-149,4082
1688651285181,-149,4082
1688651285188,-149,4082
1688651285195,-149,4082
1688651285202,-149,4082
1688651285208,-149,4082
1688651285214,-149,4082
1688651285219,-149,4082
1688651285224,-149,4082
1688651285229,-149,4082
1688651285234,-149,4082
1688651285239,-149,4082
1688651285244,-149,4082
1688651285249,-149,4082
1688651285254,-149,4082
1688651285259,-149,4082
1688651285263,-149,4082
1688651285268,-149,4082
1688651285275,-149,4082
1688651285283,-149,4082
1688651285289,-149,4082
1688651285295,-149,4082
1688651285301,-149,4082
1688651285307,-149,4082
1688651285312,-149,4082
1688651285318,-149,4082
1688651285324,-149,4082
1688651285331,-149,4082
1688651285337,-149,4082
1688651285343,-149,4082
1688651285350,-149,4082
1688651285356,-149,4082
1688651285364,-149,4082
1688651285370,-149,4082
1688651285377,-149,4082
1688651285383,-149,4082
1688651285389,-149,4082
1688651285396,-149,4082
1688651285402,-149,4082
1688651285408,-149,4082
1688651285414,-149,4082
1688651285419,-149,4082
1688651285425,-149,4082
1688651285431,-149,4082
1688651285437,-149,4082
1688651285443,-149,4082
1688651285449,-149,4082
1688651285455,-149,4082
1688651285461,-149,4082
1688651285467,-149,4082
1688651285473,-149,4082
1688651285479,-149,4082
1688651285485,-149,4082
1688651285491,-149,4082
1688651285497,-149,4082
1688651285503,-149,4082
1688651285508,-149,4082
1688651285514,-149,4082
1688651285520,-149,4082
1688651285526,-149,4082
1688651285532,-149,4082
1688651285538,-149,4082
1688651285544,-149,4082
1688651285551,-149,4082
1688651285557,-149,4082
1688651285563,-149,4082
1688651285570,-149,4082
1688651285576,-149,4082
1688651285582,-149,4082
1688651285588,-149,4082
1688651285594,-149,4082
1688651285600,-149,4082
1688651285606,-149,4082
1688651285612,-149,4082
1688651285618,-149,4082
1688651285624,-149,4082
1688651285630,-149,4082
1688651285636,-149,4082
1688651285642,-149,4082
1688651285648,-149,4082
1688651285655,-149,4082
1688651285661,-149,4082
