Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1688910380487,-143,4145
1688910380495,-143,4145
1688910380501,-143,4145
1688910380508,-143,4145
1688910380514,-143,4145
1688910380522,-143,4145
1688910380529,-143,4145
1688910380536,-143,4145
1688910380543,-143,4145
1688910380552,-143,4145
1688910380559,-143,4145
1688910380568,-143,4145
1688910380576,-143,4145
1688910380583,-143,4145
1688910380590,-143,4145
1688910380598,-143,4145
1688910380605,-143,4145
1688910380611,-143,4145
1688910380618,-143,4145
1688910380625,-143,4145
1688910380632,-143,4145
1688910380637,-143,4145
1688910380642,-143,4145
1688910380647,-143,4145
1688910380653,-143,4145
1688910380659,-143,4145
1688910380667,-143,4145
1688910380675,-143,4145
1688910380682,-143,4145
1688910380690,-143,4145
1688910380697,-143,4145
1688910380704,-143,4145
1688910380711,-143,4145
1688910380718,-143,4145
1688910380725,-143,4145
1688910380731,-143,4145
1688910380738,-143,4145
1688910380745,-143,4145
1688910380750,-143,4145
1688910380754,-143,4145
1688910380760,-143,4145
1688910380766,-143,4145
1688910380772,-143,4145
1688910380778,-143,4145
1688910380784,-143,4145
1688910380790,-143,4145
1688910380796,-143,4145
1688910380802,-143,4145
1688910380817,-143,4145
1688910380824,-143,4145
1688910380831,-143,4145
1688910380836,-143,4145
1688910380842,-143,4145
1688910380847,-143,4145
1688910380852,-143,4145
1688910380857,-143,4145
1688910380861,-143,4145
1688910380866,-143,4145
1688910380871,-143,4145
1688910380876,-143,4145
1688910380881,-143,4145
1688910380886,-143,4145
1688910380892,-143,4145
1688910380897,-143,4145
1688910380901,-143,4145
1688910380906,-143,4145
1688910380911,-143,4145
1688910380917,-143,4145
1688910380923,-143,4145
1688910380929,-143,4145
1688910380935,-143,4145
1688910380940,-143,4145
1688910380945,-143,4145
1688910380950,-143,4145
1688910380955,-143,4145
1688910380960,-143,4145
1688910380965,-143,4145
1688910380970,-143,4145
1688910380975,-143,4145
1688910380980,-143,4145
1688910380985,-143,4145
1688910380990,-143,4145
1688910380996,-143,4145
1688910381002,-143,4145
1688910381008,-143,4145
1688910381016,-143,4145
1688910381025,-143,4145
1688910381034,-143,4145
1688910381041,-143,4145
1688910381047,-143,4145
1688910381053,-143,4145
1688910381059,-143,4145
1688910381064,-143,4145
1688910381069,-143,4145
1688910381074,-143,4145
1688910381079,-143,4145
1688910381084,-143,4145
1688910381089,-143,4145
1688910381094,-143,4145
1688910381099,-143,4145
1688910381104,-143,4145
1688910381110,-143,4145
1688910381116,-143,4145
1688910381123,-143,4145
1688910381130,-143,4145
1688910381136,-143,4145
1688910381143,-143,4145
1688910381150,-143,4145
1688910381156,-143,4145
1688910381162,-143,4145
1688910381169,-143,4145
1688910381180,-143,4145
1688910381186,-143,4145
1688910381191,-143,4145
1688910381197,-143,4145
1688910381204,-143,4145
1688910381209,-143,4145
1688910381215,-143,4145
1688910381220,-143,4145
1688910381225,-143,4145
1688910381230,-143,4145
1688910381235,-143,4145
1688910381241,-143,4145
1688910381246,-143,4145
1688910381251,-143,4145
1688910381256,-143,4145
1688910381261,-143,4145
1688910381269,-143,4145
1688910381274,-143,4145
1688910381281,-143,4145
1688910381286,-143,4145
1688910381290,-143,4145
1688910381294,-143,4145
1688910381297,-143,4145
1688910381301,-143,4145
1688910381305,-143,4145
1688910381309,-143,4145
1688910381313,-143,4145
1688910381317,-143,4145
1688910381321,-143,4145
1688910381324,-143,4145
1688910381328,-143,4145
1688910381331,-143,4145
1688910381335,-143,4145
1688910381339,-143,4145
1688910381342,-143,4145
1688910381346,-143,4145
1688910381350,-143,4145
1688910381353,-143,4145
1688910381357,-143,4145
1688910381361,-143,4145
1688910381364,-143,4145
1688910381368,-143,4145
1688910381372,-143,4145
1688910381378,-143,4145
1688910381382,-143,4145
1688910381386,-143,4145
1688910381391,-143,4145
1688910381397,-143,4145
1688910381405,-143,4145
1688910381413,-143,4145
1688910381422,-143,4145
1688910381430,-143,4145
1688910381439,-143,4145
1688910381447,-143,4145
1688910381456,-143,4145
1688910381465,-143,4145
1688910381473,-143,4145
1688910381479,-143,4145
1688910381484,-143,4145
1688910381490,-143,4145
1688910381496,-143,4145
1688910381501,-143,4145
1688910381507,-143,4145
1688910381513,-143,4145
1688910381519,-143,4145
1688910381525,-143,4145
1688910381530,-143,4145
1688910381536,-143,4145
1688910381542,-143,4145
1688910381548,-143,4145
1688910381553,-143,4145
1688910381559,-143,4145
1688910381565,-143,4145
1688910381571,-143,4145
1688910381577,-143,4145
1688910381583,-143,4145
1688910381589,-143,4145
1688910381595,-143,4145
1688910381601,-143,4145
1688910381607,-143,4145
1688910381613,-143,4145
1688910381618,-143,4145
1688910381624,-143,4145
1688910381630,-143,4145
1688910381636,-143,4145
1688910381642,-143,4145
1688910381648,-143,4145
1688910381653,-143,4145
1688910381659,-143,4145
1688910381665,-143,4145
1688910381671,-143,4145
1688910381677,-143,4145
1688910381683,-143,4145
1688910381689,-143,4145
1688910381696,-143,4145
1688910381701,-143,4145
1688910381707,-143,4145
1688910381713,-143,4145
1688910381719,-143,4145
1688910381725,-143,4145
1688910381731,-143,4145
1688910381737,-143,4145
1688910381742,-143,4145
1688910381748,-143,4145
1688910381753,-143,4145
1688910381759,-143,4145
1688910381765,-143,4145
1688910381771,-143,4145
1688910381777,-143,4145
1688910381782,-143,4145
1688910381788,-143,4145
1688910381794,-143,4145
1688910381800,-143,4145
1688910381806,-143,4145
1688910381811,-143,4145
1688910381817,-143,4145
1688910381822,-143,4145
1688910381828,-143,4145
1688910381834,-143,4145
1688910381839,-143,4145
1688910381845,-143,4145
1688910381850,-143,4145
1688910381856,-143,4145
1688910381862,-143,4145
1688910381868,-143,4145
1688910381873,-143,4145
1688910381879,-143,4145
1688910381885,-143,4145
1688910381891,-143,4145
1688910381896,-143,4145
1688910381903,-143,4145
1688910381908,-143,4145
1688910381914,-143,4145
1688910381920,-143,4145
1688910381926,-143,4145
1688910381931,-143,4145
1688910381937,-143,4145
1688910381942,-143,4145
1688910381948,-143,4145
1688910381953,-143,4145
1688910381959,-143,4145
1688910381964,-143,4145
1688910381970,-143,4145
1688910381976,-143,4145
1688910381981,-143,4145
1688910381987,-143,4145
1688910381992,-143,4145
1688910381998,-143,4145
1688910382003,-143,4145
1688910382009,-143,4145
1688910382014,-143,4145
1688910382020,-143,4145
1688910382027,-143,4145
1688910382035,-143,4145
1688910382044,-143,4145
1688910382052,-143,4145
1688910382058,-143,4145
1688910382064,-143,4145
1688910382070,-143,4145
1688910382076,-143,4145
1688910382086,-143,4145
1688910382092,-143,4145
1688910382098,-143,4145
1688910382104,-143,4145
1688910382109,-143,4145
1688910382115,-143,4145
1688910382121,-143,4145
1688910382129,-143,4145
1688910382138,-143,4145
1688910382146,-143,4145
1688910382155,-143,4145
1688910382164,-143,4145
1688910382172,-143,4145
1688910382178,-143,4145
1688910382184,-143,4145
1688910382190,-143,4145
1688910382196,-143,4145
1688910382202,-143,4145
1688910382207,-143,4145
1688910382213,-143,4145
1688910382219,-143,4145
1688910382225,-143,4145
1688910382230,-143,4145
1688910382236,-143,4145
1688910382242,-143,4145
1688910382248,-143,4145
1688910382254,-143,4145
1688910382260,-143,4145
1688910382266,-143,4145
1688910382272,-143,4145
1688910382277,-143,4145
1688910382283,-143,4145
1688910382289,-143,4145
1688910382294,-143,4145
1688910382300,-143,4145
1688910382306,-143,4145
1688910382311,-143,4145
1688910382317,-143,4145
1688910382322,-143,4145
1688910382328,-143,4145
1688910382333,-143,4145
1688910382339,-143,4145
1688910382344,-143,4145
1688910382350,-143,4145
1688910382355,-143,4145
1688910382361,-143,4145
1688910382366,-143,4145
1688910382372,-143,4145
1688910382377,-143,4145
1688910382383,-143,4145
1688910382388,-143,4145
1688910382393,-143,4145
1688910382399,-143,4145
1688910382404,-143,4145
1688910382409,-143,4145
1688910382415,-143,4145
1688910382420,-143,4145
1688910382426,-143,4145
1688910382432,-143,4145
1688910382437,-143,4145
1688910382443,-143,4145
1688910382448,-143,4145
1688910382454,-143,4145
1688910382459,-143,4145
1688910382465,-143,4145
1688910382470,-143,4145
1688910382476,-143,4145
1688910382481,-143,4145
1688910382487,-143,4145
1688910382492,-143,4145
1688910382498,-143,4145
1688910382503,-143,4145
1688910382509,-143,4145
1688910382514,-143,4145
1688910382520,-143,4145
1688910382525,-143,4145
1688910382531,-143,4145
1688910382536,-143,4145
1688910382542,-143,4145
1688910382548,-143,4145
1688910382553,-143,4145
1688910382559,-143,4145
1688910382565,-143,4145
1688910382571,-143,4145
1688910382577,-143,4145
1688910382582,-143,4145
1688910382588,-143,4145
1688910382593,-143,4145
1688910382599,-143,4145
1688910382604,-143,4145
1688910382610,-143,4145
1688910382615,-143,4145
1688910382620,-143,4145
1688910382626,-143,4145
1688910382631,-143,4145
1688910382637,-143,4145
1688910382643,-143,4145
1688910382648,-143,4145
1688910382654,-143,4145
1688910382659,-143,4145
1688910382665,-143,4145
1688910382670,-143,4145
1688910382675,-143,4145
1688910382681,-143,4145
1688910382687,-143,4145
1688910382692,-143,4145
1688910382696,-143,4145
1688910382701,-143,4145
1688910382705,-143,4145
1688910382709,-143,4145
1688910382714,-143,4145
1688910382718,-143,4145
1688910382722,-143,4145
1688910382726,-143,4145
1688910382730,-143,4145
1688910382734,-143,4145
1688910382739,-143,4145
1688910382743,-143,4145
1688910382748,-143,4145
1688910382752,-143,4145
1688910382757,-143,4145
1688910382762,-143,4145
1688910382766,-143,4145
1688910382771,-143,4145
1688910382775,-143,4145
1688910382780,-143,4145
1688910382784,-143,4145
1688910382788,-143,4145
1688910382791,-143,4145
1688910382795,-143,4145
1688910382799,-143,4145
1688910382803,-143,4145
1688910382806,-143,4145
1688910382810,-143,4145
1688910382814,-143,4145
1688910382818,-143,4145
1688910382821,-143,4145
1688910382825,-143,4145
1688910382829,-143,4145
1688910382833,-143,4145
1688910382837,-143,4145
1688910382841,-143,4145
1688910382845,-143,4145
1688910382848,-143,4145
1688910382852,-143,4145
1688910382856,-143,4145
1688910382860,-143,4145
1688910382864,-143,4145
1688910382868,-143,4145
1688910382872,-143,4145
1688910382875,-143,4145
1688910382879,-143,4145
1688910382882,-143,4145
1688910382886,-143,4145
